분야,사업내용,사업기간,직접수행,지자체보조,민간보조,출연,위탁,융자,지방비매칭,시행주체,지방비매칭여부,사업비,단위사업명,경비내역1,경비내역1사업비,경비내역2,경비내역2사업비,경비내역3,경비내역3사업비,경비내역4,경비내역4사업비,경비내역5,경비내역5사업비,경비내역6,경비내역6사업비,경비내역7,경비내역7사업비,경비내역8,경비내역8사업비,출처파일,매칭패턴,주요부처,사업비규모,사업유형,지역관련성,민간참여도,성과계획서매칭,해당_성과계획서_파일,PDF_매칭여부,PDF_사업명,PDF_예산_억원,PDF_예산_백만원,예산_검증상태,예산_오차율,PDF_출처페이지,예산_숫자,경북관련도점수,경북관련성_최종
,연안사고발생시 신속한 구조활동 지원,계속사업,Y,N,Y,N,N,N,N,"국가, 한국해양구조협회 등",,"507,249,000천원",연안안전사고예방활동,연안안전사고예방활동,"6,510,000천원",수색구조역량강화,"15,082,000천원",구조안전인프라,"82,119,000천원",수상레저관리,"1,095,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,직접수행,해양수산부,대규모(1000억원 이상),지원/보조,전국단위,공공주도,매칭가능,[27]2026년도 성과계획서_해양수산부.pdf,No,,0.0,0,,0.0,0,507249000,117.0,B급_간접관련
,도시공간 창조 및 생활환경 조성기술개발,계속사업,N,N,N,Y,N,N,N,국토교통과학기술진흥원,,"92,528,000천원",교통물류연구,디지털국토정보기술개발사업(R&D),"13,514,000천원",공간지식추론엔진기술개발(R&D),"3,807,000천원",광역단위노후건축물디지털안전워치기술개발(R&D),"2,611,000천원",디지털기반건축시공및안전감리기술개발(R&D),"6,794,000천원",빅데이터기반인공지능도시계획기술개발(R&D),"6,016,000천원",국토교통기술기반주거생활환경문제해결사업(R&D),"3,000,000천원",교통물류연구,"92,528,000천원",건물에너지소비데이터통합관리기반구축(R&D),"2,982,000천원",2. 2026년도 세입세출예산안사업별 설명서 5권.txt,출연,국토교통부,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,매칭가능,[26]2026년도 성과계획서_국토교통부.pdf,No,,0.0,0,,0.0,0,92528000,114.4,B급_간접관련
,"연구개발지원, 지역산업연계를 통한 산학연협력 강화",계속사업,N,Y,N,N,N,N,Y,지자체,66억원,"81,516,000천원",광역경제권산업,연구개발지원단 육성지원(자율)(R&D),"7,104,000천원",광역경제권산업,"2,830,000천원",지역산업연계 대학 Open_Lab 육성지원(자율)(R&D),"4,890,000천원",지역의 미래를 여는 과학기술 프로젝트(자율)(R&D),"1,275,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),R&D/연구개발,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,81516000,112.0,B급_간접관련
,포괄적 핵실험 금지조약 이행을 위한 국제활동 수행 등,계속사업,Y,N,N,Y,N,N,N,"국가, 한국원자력통제기술원",,"1,113,089,000천원",핵비확산 이행체제구축,핵비확산 이행체제구축,"2,111,000천원",원자력안전규제,"15,058,000천원",관(부문),202천원,6 예산안,202천원,감 사 업 개 요 및 경 비 내 역 항(프로그램) 사업(단위사업),150천원,0 원자력안전연구,"15,058,000천원",,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,출연,국가기관,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,1113089000,110.00000000000001,B급_간접관련
,미래선도기술 등 우주항공분야 핵심임무 수행을 위한 집단연구 지 원,계속사업,Y,N,N,Y,N,N,N,"국가, 한국항공우주연구원 등",,"174,172,000천원",우주개발진흥,스페이스챌린지(R&D),"3,167,000천원",우주산업 클러스터 삼각체제 구축사업(R&D),"18,468,000천원",우주항공문화확 -,"343,000천원",우주항공중점기술개발(R&D),"12,703,000천원",우주개발진흥,"174,172,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"직접수행, 출연",국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,174172000,110.00000000000001,B급_간접관련
,"군집형 위성 활용시스템 개발, 차세대 위성 확보 국가안보 및 재 난 대응체계 확립",계속사업,Y,N,N,Y,N,N,N,"국가, 한국항공우주연구원 등",,"217,448,000천원",인공위성개발,한국형발사체고도화사업(R&D),"123,300,000천원",인공위성개발,"217,448,000천원",소형발사체개발역량지원(R&D),"4,800,000천원",차세대발사체개발(R&D),"120,429,000천원",궤도수송선비행모델개발및실증(R&D),"3,000,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"직접수행, 출연",국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,217448000,110.00000000000001,B급_간접관련
,"해양유산 연구 및 보존처리, 전통대 및 교육원 운영, 고궁박물관 운영, 역사문화센터 건립 등",계속사업,Y,N,N,N,N,N,N,국가,,"109,494,000천원",해양유산 연구활용,해양유산 연구활용,"6,793,000천원",궁능원종합정비,"16,034,000천원",수중유산발굴및보존처리,"16,021,000천원",한국전통문화대학교운영,"21,160,000천원",전통문화교육원운영지원,"2,815,000천원",역사문화센터건립운영,"2,732,000천원",국립고궁박물관운영,"16,142,000천원",국립조선왕조실록박물관 운영,"1,663,000천원",2. 2026년도 세입세출예산안사업별 설명서 3권.txt,직접수행,국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,109494000,110.00000000000001,B급_간접관련
,4차 산업혁명 융복합기술의 농생명분야 적용 및 실용화를 통한 농 업의 미래성장동력확충 기여,계속사업,Y,N,N,Y,Y,N,N,"국가, 민간",,"258,031,000천원",민간연구개발지,차세대농작물신육종기술개발(R&D),"7,049,000천원",K-농식품자원기능성성분활용기반고도화(R&D),"6,054,000천원",원예특용자원생산과품질표준화연구(R&D),"3,050,000천원",반려동물전주기고도화기술개발(R&D),"3,409,000천원",스마트팜다부처패키지혁신기술개발(R&D),"18,708,000천원",데이터기반농업관측을위한위성영상활용기술개발(R&D),"1,770,000천원",지능형농업로봇핵심기반기술개발(R&D),"2,950,000천원",대체단백특화시장맞춤형원료화(R&D),"7,800,000천원",2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 위탁",국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,관민협력(2자),부분매칭,,No,,0.0,0,,0.0,0,258031000,110.00000000000001,B급_간접관련
,"국가생산성향상기반구축, 기계산업과 뿌리 산업의 설계기술 고도 화 등 생산성향상 지원",계속사업,Y,N,Y,Y,N,N,N,"국가, 한국생산성본부 등",,"273,334,000천원",국가생산성혁신기반구축,국가생산성혁신기반구축,"2,902,000천원",아시아생산성기구분담금(ODA),"1,990,000천원",IoT가전 빅데이터 활용지원 사업(정보화),"1,321,000천원",인력양성(일반회,"273,334,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"민간보조, 출연",국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,273334000,110.00000000000001,B급_간접관련
,혁신기업의 창업 및 사업화 촉진,계속사업,Y,N,Y,Y,N,N,N,"국가, 민간, 창업진흥원 등",,"3,017,774,000천원",창업생태계활성화지원,창업생태계활성화지원,"67,790,000천원",벤처성장인프라,"12,039,000천원",글로벌창업생태계촉진,"23,325,000천원",그린창업생태계기반구축,"22,500,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"직접수행, 민간보조, 출연",국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,관민협력(2자),부분매칭,,No,,0.0,0,,0.0,0,3017774000,110.00000000000001,B급_간접관련
,중소기업 지원이력 통합관리,계속사업,Y,N,Y,N,N,N,N,국가,,"125,396,000천원",중소기업통합관리시스템운영(정보화),중소기업통합관리시스템운영(정보화),"4,068,000천원",중소기업인력양,"63,316,000천원",660) (-) 중소기업인력지원,"125,396,000천원",660) (-),1천원,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"직접수행, 민간보조",국가기관,대규모(1000억원 이상),지원/보조,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,125396000,110.00000000000001,B급_간접관련
,"의료기기GMP 활성화, 한국의료기기안전정보원 지원 등을 통한 의 료기기 안전기반 구축",계속사업,Y,N,N,Y,N,N,N,국가,,"180,899,000천원",한국의료기기안전정보원 지원,한국의료기기안전정보원 지원,"7,704,000천원",식의약품 안전,"171,937,000천원",의료기기 제조 및 품질관리 지원,"3,291,000천원",의료기기 안전관리 체계 구축,"1,887,000천원",디지털의료제품 안전관리 강화,"3,844,000천원",혁신의료기기 등 지원 및 관리체계 구축,"1,953,000천원",,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"직접수행, 출연",국가기관,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,180899000,110.00000000000001,B급_간접관련
,"식품, 의약품, 의료기기 등 허가심사의 기반사업 구축을 통한 허가 심사 안전성 제고",계속사업,Y,N,N,N,N,N,N,국가,,"306,743,000천원",국가실험동물관리,국가실험동물관리,"4,048,000천원",지방청 운영지원,"7,430,000천원",생물학적제제 국가검정,"2,112,000천원",국가생약자원관리센터 운영,"2,001,000천원",서태평양지역 개도국 바이오의약품 평가 및 허가 기술지,"801,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,직접수행,국가기관,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,306743000,110.00000000000001,B급_간접관련
,"국토지형관리를 위한 공간정보 데이터 구축, 관리, 서비스 및 활용 지원 등",계속사업,Y,N,N,Y,N,N,N,"국가, 한국항공우주연구원 등",,"131,545,000천원",기본경비,국가기본도제작,"89,719,000천원",도시경관및건축,"5,145,000천원",국가기준점관리,"11,958,000천원",국토조사및지명,"3,352,000천원",국토위성센터및국토관측위성운영,"6,479,000천원",국토지형관리(정보화),"20,037,000천원",,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 출연",국가기관,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,131545000,110.00000000000001,B급_간접관련
,기업혁신파크(기업 규제 완화된 특화도시) 선도 사업,계속사업,Y,Y,N,N,N,N,Y,국가,81.31억원,"146,451,000천원",기업혁신파크선도사업,기업혁신파크선도사업,"600,000천원",도시개발,"18,972,000천원",관(부문),202천원,6 예산안,202천원,감 사 업 개 요 및 경 비 내 역 항(프로그램) 사업(단위사업),1천원,5600 도시정책,"146,451,000천원",,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"지자체보조, 지방비매칭",국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,146451000,110.00000000000001,B급_간접관련
,연구개발 특구 육성 구축 등,계속사업,N,Y,N,N,N,N,Y,지자체,90억원,"158,659,000천원",지역자율계정 세 출 합 계,특구 기반시설 구축(자율),"9,000,000천원",과학기술문화창,"10,505,000천원",관(부문),154천원,과학기술인력및문화,"10,505,000천원",000 1800 과학문화창달,"10,505,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),R&D/연구개발,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,158659000,110.0,B급_간접관련
,규제자유특구의 혁신사업 육성을 통한 지역경제 활성화,계속사업,N,Y,Y,Y,N,N,N,지자체,0억원,"289,133,000천원",규제자유특구혁신사업육성,규제자유특구혁신사업육성(R&D),"24,686,000천원",규제자유특구혁신사업육성,"8,492,000천원",규제자유특구실증기반조성(R&D),"16,426,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,지자체보조,지자체,대규모(1000억원 이상),R&D/연구개발,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,289133000,110.0,B급_간접관련
,지역거점AX혁신기술개발,계속사업,N,N,Y,Y,N,N,N,민간,,"1,564,721,000천원",첨단의료복합단,지역거점AX혁신기술개발(R&D),"5,120,000천원",첨단의료복합단,"44,732,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,민간보조,민간,대규모(1000억원 이상),R&D/연구개발,지역특화,민간주도,매칭어려움,,No,,0.0,0,,0.0,0,1564721000,110.0,B급_간접관련
,도시공간 혁신을 통한 도시활력 회복 등 도시재생사업 지원,계속사업,N,Y,N,N,N,N,Y,지자체,164.36억원,"1,315,561,000천원",도시재생사업(자율),도시재생사업(자율),"341,138,000천원",산업단지지원(자,"16,436,000천원",관(부문),143천원,산업단지,"16,436,000천원",000 6000 산업단지개발및지원,"16,436,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,1315561000,110.0,B급_간접관련
,해양환경 이용과 안전한 해양관리 기반구축,계속사업,N,N,N,Y,N,N,N,해양수산과학기술진흥원,,"27,635,000천원",지능형 빅데이터 분석기반 해양환경누적영향평가 및 의사,해양위험유해물질(HNS)배출등관리기술개발(R&D),"7,132,000천원",해양 미세플라스틱 오염 대응 및 관리기술개발(R&D),"5,630,000천원",해양수산R&D역,"25,432,000천원",해양 유해물질 오염원 추적기법 개발(R&D),"3,146,000천원",해양공간 디지털트윈 적용 및 활용 기술개발(R&D),"6,000,000천원",CO2 수송-주입 복합기능선박 기술개발(R&D),"1,800,000천원",공해생물다양성 보존(R&D),"1,000,000천원",해저공간 관리체계 구축 핵심기술 개발(R&D),"1,600,000천원",2. 2026년도 세입세출예산안사업별 설명서 3권.txt,출연,해양수산부,대규모(1000억원 이상),인프라/건설,일반,공공주도,매칭가능,[27]2026년도 성과계획서_해양수산부.pdf,No,,0.0,0,,0.0,0,27635000,109.2,B급_간접관련
,AI혁신을 위한 데이터 활용 방안 발굴 등 산업경쟁력 향상,계속사업,N,N,N,Y,N,N,N,한국지능정보사회진흥원,,"10,356,000천원",광역경제권산업,AI혁신을 위한 데이터 안전 활용 지원 사업,"5,000,000천원",광역경제권산업,"2,250,000천원",국가 데이터 인프라 기반 데이터 혁신(Data-X) 지원,"12,000,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,출연,기타,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,매칭어려움,,No,,0.0,0,,0.0,0,10356000,108.0,B급_간접관련
,"도로명주소의 안정적 활용 지원하고, 주소체계 고도화를 통하여 자율주행차, 드론택배 등 주소기반 혁신성장산업을 지원하는 사업",계속사업,Y,N,N,Y,N,N,N,국가,,"22,748,000천원",도로명및건물번호활용,도로명및건물번호활용,"18,185,000천원",한국 섬 진흥원,"4,463,000천원",관(부문),202천원,6 예산안,202천원,감 사 업 개 요 및 경 비 내 역 항(프로그램) 사업(단위사업),3천원,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,출연,국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,22748000,105.60000000000001,B급_간접관련
,"제약, 의료기기, 화장품 등 보건산업 진흥",계속사업,Y,Y,Y,N,N,N,Y,"국가, 지자체, 민간 6. 지방비매칭  112억원",112억원,"47,618,000천원",바이오헬스산업 육성 지원,바이오헬스산업 육성 지원,"241,435,000천원",한의약 세계화,"2,055,000천원",보건의료 인프라 연계 창업지원,"21,122,000천원",의료데이터 중심병원 지원사업,"19,963,000천원",백신 원부자재 시장 경쟁력 강화,"19,205,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"직접수행, 민간보조",국가기관,대규모(1000억원 이상),지원/보조,지역특화,관민협력(3자),부분매칭,,No,,0.0,0,,0.0,0,47618000,105.60000000000001,B급_간접관련
,"부동산 관련 정보체계 구축, 운영",계속사업,Y,N,N,N,N,N,N,국가,,"23,371,000천원",자동차전산망운영(정보화),자동차전산망운영(정보화),"5,579,000천원",부동산행정정보,"23,371,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,직접수행,국가기관,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,23371000,105.60000000000001,B급_간접관련
,"블록체인, 자율주행, 디지털트윈 기술 개발 등 스마트화기반 마련",계속사업,N,N,N,Y,N,N,N,정보통신기획평가원 등,,"405,962,000천원",국가지식정보 연계 및 활용 촉진(정보화),자율주행 기술개발 혁신사업(R&D),"14,575,000천원",콘텐츠디바이스,"275,508,000천원",국가지식정보 연계 및 활용 촉진(정보화),"3,300,000천원",블록체인산업고도화기술개발(R&D),"1,000,000천원",ICT 규제샌드박스,"3,978,000천원",디지털트윈 연합 핵심기술개발(R&D),"3,400,000천원",ICT융합디지털포용기술개발(R&D),"3,200,000천원",차세대 네트워크 선도 연구시험망 구축운영(R&D),"11,500,000천원",2. 2026년도 세입세출예산안사업별 설명서 2권.txt,출연,과학기술정보통신부,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,매칭가능,[12]2026년도 성과계획서_과학기술정보통신부.pdf,No,,0.0,0,,0.0,0,405962000,104.0,B급_간접관련
,나노소재 핵심기술의 선도적 발굴 및 나노융합기술 RBD 사업 추진,계속사업,N,N,N,Y,N,N,N,"민간, 한국연구재단 등",,"236,283,000천원",첨단융합기술개,차세대지능형반도체기술개발(소자)(R&D),"23,624,000천원",PIM인공지능반도체핵심기술개발(소자)(R&D),"6,400,000천원",극한소재 실증연구 기반조성 사업(R&D),"32,526,000천원",첨단융합기술개,"179,023,000천원",원천기술 국제협력 개발 사업(R&D),"11,600,000천원",차세대 광기반 연산 반도체 핵심기술개발(R&D),"4,632,000천원",차세대 융복합 프리폼 디스플레이 핵심기술개발(R&D),"4,700,000천원",반도체원천기술개발사업(R&D),"68,808,000천원",2. 2026년도 세입세출예산안사업별 설명서 2권.txt,출연,과학기술정보통신부,대규모(1000억원 이상),기타,일반,민간주도,매칭가능,[12]2026년도 성과계획서_과학기술정보통신부.pdf,Yes,기술개발,146.489,146489,불일치,1512.97,122,236283000,104.0,B급_간접관련
,해양생물자원관 효율적 운영,계속사업,Y,N,Y,Y,N,N,N,국립해양생물자원관,,"432,968,000천원",해양생물자원관운영,해양생물자원관운영,"32,315,000천원",해양오염 피해복,"21,575,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 민간보조",해양수산부,대규모(1000억원 이상),운영/관리,일반,공공주도,매칭가능,[27]2026년도 성과계획서_해양수산부.pdf,No,,0.0,0,,0.0,0,432968000,104.0,B급_간접관련
,해양생물자원을 확보 및 유용물질을 이용하여 해양바이오 원천 사업화 기술 개발,계속사업,N,N,N,Y,N,N,N,해양수산과학기술진흥원,,"51,854,000천원",빅데이터 기반 해양 바이러스 제어 및 마린바이오틱스 개,국가생명연구자원선진화(해수부)(R&D),"6,468,000천원",빅데이터 기반 해양 바이러스 제어 및 마린바이오틱스 개,"3,900,000천원",해양바이오 산업소재 국산화 기술개발(R&D),"4,965,000천원",해양수산부산물 바이오 소재화 기술개발(R&D),"3,000,000천원",해양 마이크로바이옴 기반 생태환경 관리기술 개발(R&D),"1,700,000천원",해양생물독 생산 및 기능성 활용 기술개발(R&D),"4,300,000천원",해양 글라이칸 활용 맞춤형 케어소재 산업화(R&D),"2,100,000천원",해양생물 유래 바이오소재를 활용한 노화 극복 기술개발(,"4,850,000천원",2. 2026년도 세입세출예산안사업별 설명서 3권.txt,출연,해양수산부,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,매칭가능,[27]2026년도 성과계획서_해양수산부.pdf,No,,0.0,0,,0.0,0,51854000,104.0,B급_간접관련
,관측을 통한 수산물 수급조정 및 가격안정,계속사업,Y,N,Y,Y,N,N,N,"국가, 한국해양수산개발원",,"133,377,000천원",양식장 관리 실태조사,양식장 관리 실태조사,"6,800,000천원",수산어촌알리기 -,"101,748,000천원",수출입수산물 안,"28,248,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,직접수행,해양수산부,대규모(1000억원 이상),운영/관리,전국단위,공공주도,매칭가능,[27]2026년도 성과계획서_해양수산부.pdf,No,,0.0,0,,0.0,0,133377000,104.0,B급_간접관련
,온실가스감축 등 정책연구 및 정보화,계속사업,Y,N,N,Y,N,N,N,"국가, 한국에너지기술평가원",,"231,590,000천원",에너지자원정책연구,에너지기술정책수립(에특)(R&D),"630,000천원",에너지자원정책연구,"261,000천원",기반구축,"15,748,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,출연,산업통상자원부,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,매칭가능,[21]2026년도 성과계획서_산업통상자원부.pdf,Yes,에너지자원정책지원,5.977,5977,불일치,38646.86,289,231590000,104.0,B급_간접관련
,지역산업의 경쟁력강화 및 활성화 촉진,계속사업,Y,Y,Y,Y,N,N,Y,"국가, 지자체, 한국산업기술기획평가원",37억원,"251,347,000천원",지역균형발전지원,지역혁신클러스터육성(R&D),"69,947,000천원",지역균형발전지원,"20,663,000천원",산업집적지경쟁력강화(R&D),"29,160,000천원",한국산업기술진흥원 기획평가관리비(지특)(R&D),"11,482,000천원",지역투자유치활,"251,347,000천원",지역혁신클러스터육성,"8,020,000천원",지방주도형투자일자리지원,"1,565,000천원",지역산업위기대응,"17,922,000천원",2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"지자체보조, 민간보조, 지방비매칭",산업통상자원부,대규모(1000억원 이상),지원/보조,지역특화,공공주도,매칭가능,[21]2026년도 성과계획서_산업통상자원부.pdf,No,,0.0,0,,0.0,0,251347000,104.0,C급_정책참고
,세종지역 경제활성화 도모,계속사업,N,Y,N,Y,N,N,Y,"지자체, 한국산업기술기획평가원",35억원,"1,410,285,000천원",지방주도형투자일자리지원(세종),지역혁신클러스터육성(R&D)(세종),"5,425,000천원",지방주도형투자일자리지원(세종),"240,000천원",지역투자유치활,"5,026,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"지자체보조, 지방비매칭",산업통상자원부,대규모(1000억원 이상),지원/보조,지역특화,공공주도,매칭가능,[21]2026년도 성과계획서_산업통상자원부.pdf,No,,0.0,0,,0.0,0,1410285000,104.0,C급_정책참고
,한국보건산업진흥원 운영 지원,계속사업,N,N,N,Y,N,N,N,민간,,"50,897,000천원",치매전주기 데이터수집 및 빅데이터 통합시스템 구축사업(,한국보건산업진흥원 운영,"50,897,000천원",보건산업정책,"47,289,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,출연,민간,대규모(1000억원 이상),인프라/건설,일반,민간주도,매칭어려움,,No,,0.0,0,,0.0,0,50897000,104.0,B급_간접관련
,산업계가 원하는 녹색 융합기술 인재를 육성,계속사업,Y,N,N,Y,N,N,N,"국가, 한국환경산업기술원",,"251,720,000천원",녹색 융합기술 인재 양성,녹색 융합기술 인재 양성,"44,616,000천원",관(부문),202천원,출연사업,"251,720,000천원",6 예산안,202천원,감 사 업 개 요 및 경 비 내 역 항(프로그램) 사업(단위사업),4천원,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,출연,산업통상자원부,대규모(1000억원 이상),교육/인재양성,전국단위,공공주도,매칭가능,[21]2026년도 성과계획서_산업통상자원부.pdf,No,,0.0,0,,0.0,0,251720000,104.0,C급_정책참고
,환경피해 사후관리,계속사업,Y,N,N,Y,N,N,N,"국가, 한국환경산업기술원",,"161,730,000천원",가습기살균제 피해자 지원,가습기살균제 피해자 지원,"21,984,000천원",화학물질 관리기,"124,313,000천원",환경오염 피해 구제제도 개선,"787,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 출연",산업통상자원부,대규모(1000억원 이상),지원/보조,전국단위,공공주도,매칭가능,[21]2026년도 성과계획서_산업통상자원부.pdf,No,,0.0,0,,0.0,0,161730000,104.0,C급_정책참고
,"화학사고 예방, 대응, 사후관리를 위한 제도 운영 및 기반 마련",계속사업,Y,N,Y,Y,N,N,N,"국가, 민간, 한국환경산업기술원",,"726,512,000천원",화학물질안전원 및 교육훈련장 운영,국제환경 협력체,"18,583,000천원",화학물질안전원 및 교육훈련장 운영,"4,511,000천원",화학물질정보통합시스템구축(정보화),"3,859,000천원",화학물질 안전교육 수입대체경비,"226,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 민간보조",산업통상자원부,대규모(1000억원 이상),교육/인재양성,전국단위,관민협력(2자),매칭가능,[21]2026년도 성과계획서_산업통상자원부.pdf,No,,0.0,0,,0.0,0,726512000,104.0,C급_정책참고
,"천리안기상위성 운영 및 위성자료 수신 분석활용기술개발, 천리 안 후속 위성 개발 등",계속사업,Y,N,N,Y,N,N,N,"국가, 한국기상산업기술원",,"68,537,000천원",책임행정기관 인,기상위성 운영 및 활용 기술개발(R&D),"15,319,000천원",기상위성 융합 활용 기술개발(R&D),"2,300,000천원",관(부문),202천원,6 예산안,202천원,감 사 업 개 요 및 경 비 내 역 항(프로그램) 사업(단위사업),3천원,우주기상 위성(천리안위성,5천원,호) 개발(기상,"111,058,000천원",청)(R&D),3천원,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,출연,산업통상자원부,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,매칭가능,[21]2026년도 성과계획서_산업통상자원부.pdf,No,,0.0,0,,0.0,0,68537000,104.0,B급_간접관련
,철도시설의 유지보수 및 시설개량 등 철도안전 및 시설관리 지원,계속사업,Y,N,Y,Y,Y,N,N,"국가, 민간, 국가철도공단 등",,"8,245,641,000천원",교통시설특별회계(도로계정) 전출,일반철도시설유지보수위탁,"760,561,000천원",일반철도안전 및 시설개량,"723,936,000천원",철도정책지원,"24,858,000천원",고속철도안전및시설개량,"465,361,000천원",철도교통관제시설운영위탁,"49,803,000천원",철도사고조사,"204,000천원",철도시설위탁및관리,"27,132,000천원",철도안전관리제도운영,"2,625,000천원",2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 민간보조, 출연, 위탁",국토교통부,대규모(1000억원 이상),인프라/건설,전국단위,관민협력(2자),매칭가능,[26]2026년도 성과계획서_국토교통부.pdf,No,,0.0,0,,0.0,0,8245641000,104.0,B급_간접관련
,철도시설의 유지보수 및 시설개량 등 철도안전 및 시설관리 지원,계속사업,Y,N,Y,Y,Y,N,N,"국가, 민간, 국가철도공단 등",,"399,591,000천원",일반철도시설유지보수위탁,일반철도시설유지보수위탁,"760,561,000천원",일반철도안전 및 시설개량,"723,936,000천원",철도정책지원,"24,858,000천원",고속철도안전및시설개량,"465,361,000천원",철도교통관제시설운영위탁,"49,803,000천원",철도사고조사,"204,000천원",철도시설위탁및관리,"27,132,000천원",철도안전관리제도운영,"2,625,000천원",2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 민간보조",국토교통부,대규모(1000억원 이상),인프라/건설,전국단위,관민협력(2자),매칭가능,[26]2026년도 성과계획서_국토교통부.pdf,No,,0.0,0,,0.0,0,399591000,104.0,B급_간접관련
